kind,mode,image_encoders_ms,llm_prefill_ms,rtc_decode_ms,rtc_loss_ms,rtc_autograd_ms,rtc_diag_ms,rtc_guidance_total_ms,total_model_ms,denoising_total_ms,denoising_step_mean_ms,runs
single_trace,rtc,31.389382000270416,102.16817499986064,5.358487999728823,3.1585200003974023,285.90110799905233,18.422725000164064,577.3714219985777,830.1142079999408,690.41171400022,69.041171400022,
aggregate_mean,rtc,31.102958799965563,106.2240182000096,4.830797599788639,3.1864119999227114,271.0275671992349,22.09839440001815,560.1888223995047,814.253500400082,671.1778470000354,67.11778470000354,5
aggregate_std,rtc,0.7113058042851373,2.257837460149257,0.6229685479649067,0.3393542094479476,35.52735495045793,4.268071341049017,72.03722050825017,76.39591676761304,76.64110980053104,7.664110980053104,5
