kind,mode,image_encoders_ms,llm_prefill_ms,total_model_ms,denoising_total_ms,denoising_step_mean_ms,runs
single_trace,no_rtc,29.903577640652657,95.21287027746439,326.30025409162045,196.6391052119434,19.66391052119434,
aggregate_mean,no_rtc,29.83255945146084,95.08578637614846,313.19722766056657,184.26592024043202,18.426592024043202,5
aggregate_std,no_rtc,1.0394059186008349,1.4281012704045795,9.132705803106663,8.065573288538102,0.8065573288538103,5
