kind,mode,image_encoders_ms,llm_prefill_ms,rtc_decode_ms,rtc_loss_ms,rtc_autograd_ms,rtc_diag_ms,rtc_guidance_total_ms,total_model_ms,denoising_total_ms,denoising_step_mean_ms,runs
single_trace,rtc,34.12670874968171,95.13799101114273,3.2508880831301212,2.223056275397539,187.3410763218999,11.313656810671091,374.4373279623687,642.4622116610408,507.33109237626195,50.733109237626195,
aggregate_mean,rtc,32.13729280978441,96.56250849366188,3.2476885244250298,2.1717624738812447,196.52464147657156,12.038126680999994,385.23766240105033,666.2209527567029,531.581355817616,53.1581355817616,5
aggregate_std,rtc,1.4053180134196133,2.7013677776327936,0.20276423014889725,0.07124259630691918,6.668732092387289,0.948390806211849,9.696580448476595,18.28626757983001,20.356317695211157,2.0356317695211157,5
